group,type,filterable,filter_desc,section,date,initial_count,coordinates,close_date,moh_name
48.001,家人及接触者,,,,,,,,
47.98,接触者,,,,,,,,
47.95,接触者,,,,,,,,
47.9,家人及接触者,,,,,,,,
47.96,接触者,,,,,,,,
47.4,接触者,,,,,,,,
47.3,接触者,,,,,,,,
38,慕达金回教堂,,3月18日，卫生部将位于宏茂桥的慕达金回教堂（Masjid Al-Muttaqin）列为感染群之一。,社区,2020-3-18,3,"1.3703337,103.8460297",,Masjid Al-Muttaqin (5140 Ang Mo Kio Avenue 6)
37.002,家人及接触者,,,,,,,,
36.006,家人,,,,,,,,
36,攀岩馆boulder+,1,3月11日，卫生部公布三起病例与位于加冷大道Aperia Mall的攀岩馆boulder+有关，该感染群与裕廊战备军协俱乐部晚宴感染群相关。4月18日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,社区,2020-3-11,3,"1.3097112,103.8643264",,boulder+ Gym (12 Kallang Avenue)
35,接触者,,,,,,,,
32,家人,,,,,,,,
29,家人,,,,,,,,
25,家人,,,,,,,,
21.52,家人及接触者,,,,,,,,
21.51,接触者,,,,,,,,
21.47,家人,,,,,,,,
21.46,家人及接触者,,,,,,,,
21.45,接触者,,,,,,,,
21.43,密切接触,,,,,,,,
21.2,家人及接触者,,,,,,,,
21.1,家人及接触者,,,,,,,,
21,裕廊战备军人协会晚宴,1,与2月15日傍晚在中餐馆美满楼举行的一场私人晚宴有关，餐馆设在裕廊战备军人协会俱乐部内。美满楼是千禧集团属下餐馆，餐馆当晚有两场晚宴，总共600人出席。两场都是歌唱导师的新年团拜活动。4月13日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,社区,2020-3-5,8,"1.3350072,103.7062787",2020-4-13,a private dinner function at SAFRA Jurong on 15 February
20.5,WinTech,,,,,,,,
20.1,密切接触,,,,,,,,
20,Wizlearn Technologies,,2月28日，位于第二科学园的培训公司Wizlearn Technologies有四名职员确诊，成为又一个感染群。,社区,2020-2-28,4,"1.2885016,103.7795434",,Wizlearn Technologies Pte Ltd
19.84,家庭聚会参与者,,,,,,,,
19.81,家人,,,,,,,,
19.3,密切接触,,,,,,,,
19,神召会恩典堂,,不止一名病例曾去过神召会恩典堂（Grace Assembly of God）位于东陵和武吉巴督的教堂。,社区,2020-2-12,2,"1.2943057,103.8163859",,the Grace Assembly of God
18.998141,接触者,,,,,,,,
18.998137,接触者,,,,,,,,
18.9981345,接触者,,,,,,,,
18.998134,家人,,,,,,,,
18.99812,接触者,,,,,,,,
18.998117,家人,,,,,,,,
18.998108,接触者,,,,,,,,
18.998104,家人及接触者,,,,,,,,
18.998103,家人及接触者,,,,,,,,
18.998102,家人,,,,,,,,
18.998098,家人,,,,,,,,
18.9980975,接触者,,,,,,,,
18.998096,家人,,,,,,,,
18.998061,接触者,,,,,,,,
18.997961,接触者,,,,,,,,
18.997773,接触者,,,,,,,,
18.997769,接触者,,,,,,,,
18.997657,接触者,,,,,,,,
18.99764,接触者,,,,,,,,
18.997529,接触者,,,,,,,,
18.997526,家人,,,,,,,,
18.997491,家人,,,,,,,,
18.997488,接触者,,,,,,,,
18.997484,接触者,,,,,,,,
18.997405,接触者,,,,,,,,
18.997303,接触者,,,,,,,,
18.997301,接触者,,,,,,,,
18.99727,家人,,,,,,,,
18.997259,接触者,,,,,,,,
18.997249,接触者,,,,,,,,
18.997246,家人,,,,,,,,
18.997207,家人,,,,,,,,
18.997193,接触者,,,,,,,,
18.997189,家人,,,,,,,,
18.997165,接触者,,,,,,,,
18.997158,接触者,,,,,,,,
18.997137,家人,,,,,,,,
18.997131,家人,,,,,,,,
18.9971109,接触者,,,,,,,,
18.9971101,家人,,,,,,,,
18.9971088,家人,,,,,,,,
18.9971085,家人,,,,,,,,
18.9971053,家人,,,,,,,,
18.9971032,家人,,,,,,,,
18.997063,接触者,,,,,,,,
18.997062,家人,,,,,,,,
18.997058,家人,,,,,,,,
18.997057,接触者,,,,,,,,
18.997041,接触者,,,,,,,,
18.99703,家人,,,,,,,,
18.99698,接触者,,,,,,,,
18.99686,家人,,,,,,,,
18.99627,接触者,,,,,,,,
18.99605,接触者,,,,,,,,
18.99589,接触者,,,,,,,,
18.99582,家人,,,,,,,,
18.99568,家人,,,,,,,,
18.99534,接触者,,,,,,,,
18.99532,家人,,,,,,,,
18.99528,家人,,,,,,,,
18.99501,家人,,,,,,,,
18.99494,接触者,,,,,,,,
18.99479,接触者,,,,,,,,
18.99468,家人,,,,,,,,
18.99465,接触者,,,,,,,,
18.99461,接触者及家人,,,,,,,,
18.99431,家人和接触者,,,,,,,,
18.99429,家人,,,,,,,,
18.99424,接触者,,,,,,,,
18.99379,接触者,,,,,,,,
18.99363,接触者,,,,,,,,
18.99362,家人,,,,,,,,
18.993545,家人,,,,,,,,
18.9935,接触者,,,,,,,,
18.99374,家人,,,,,,,,
18.99325,接触者,,,,,,,,
18.99323,家人,,,,,,,,
18.99322,家人,,,,,,,,
18.99317,家人,,,,,,,,
18.99313,家人,,,,,,,,
18.9931,家人和接触者,,,,,,,,
18.99309,家人,,,,,,,,
18.99308,家人,,,,,,,,
18.9929,家人,,,,,,,,
18.9925,接触者,,,,,,,,
18.9922,接触者,,,,,,,,
18.9915,家人,,,,,,,,
18.99097,接触者,,,,,,,,
18.99084,家人,,,,,,,,
18.99083,家人,,,,,,,,
18.9908,家人,,,,,,,,
18.99073,接触者,,,,,,,,
18.99072,家人,,,,,,,,
18.9906,接触者,,,,,,,,
18.99059,家人及接触者,,,,,,,,
18.99047,家人及接触者,,,,,,,,
18.99044,接触者,,,,,,,,
18.9903,家人,,,,,,,,
18.99025,家人,,,,,,,,
18.99015,接触者,,,,,,,,
18.99006,接触者,,,,,,,,
18.99005,接触者,,,,,,,,
18.99003,家人,,,,,,,,
18.99002,家人,,,,,,,,
18.9898,接触者,,,,,,,,
18.9897,家人,,,,,,,,
18.988,接触者,,,,,,,,
18.9872,家人,,,,,,,,
18.9867,接触者,,,,,,,,
18.9864,家人,,,,,,,,
18.9852,接触者,,,,,,,,
18.9849,接触者,,,,,,,,
18.9837,家人,,,,,,,,
18.9834,接触者,,,,,,,,
18.9832,家人,,,,,,,,
18.9821,接触者,,,,,,,,
18.9817,家人,,,,,,,,
18.9814,家人,,,,,,,,
18.978,家人及接触者,,,,,,,,
18.975,接触者,,,,,,,,
18.974,接触者,,,,,,,,
18.967,家人,,,,,,,,
18.965,家人,,,,,,,,
18.963,家人,,,,,,,,
18.94,接触者及其家人,,,,,,,,
18.88,同病房,,,,,,,,
18.83,接触者,,,,,,,,
18.81,接触者及其家人,,,,,,,,
18.8,家人及接触者,,,,,,,,
18.5,家人,,,,,,,,
18,源头不明,,,,,,,,
17,君悦酒店会议,1,有跨国公司的员工在出席本地于君悦酒店举行的会议后，相继在回国后确诊上冠状病毒19，导致世界卫生组织也介入，展开跨国调查。3月10日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,社区,2020-2-12,3,"1.3063453,103.8332833",2020-3-10,the business meeting held at Grand Hyatt Singapore from 20 to 22 January
16.2,密切接触,,,,,,,,
16,实里达宇航岭工地,,不止一名孟加拉籍客工确诊，使实里达宇航岭（Seletar Aerospace Heights）工地成为一个社区感染群。,工业区,2020-2-12,2,"1.4061055,103.8653362",,Seletar Aerospace Heights construction site
15.3,家人,,,,,,,,
15.2,工作接触,,,,,,,,
15.1,家人,,,,,,,,
15,永泰行,1,一组来自中国广西的旅游团到位于卡文路的中药行购物，结果职员确诊，也连带把病毒传染给家人，2月12日，让本地出现首个感染群；带队的导游也确诊。旅游团中，中国当局也确认有人感染冠状病毒19。3月10日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,社区,2020-2-12,9,"1.3108953,103.8616963",2020-3-10,Yong Thai Hang
13.6,接触者,,,,,,,,
13,武汉包机返新,,,,,,,,
10,旅伴,,,,,,,,
7.5,夫妻/家庭聚会参与者,,,,,,,,
7.1,夫妻,,,,,,,,
7,基督生命堂,,2月12日，透过卫生部的追踪调查，发现有好几起病患与基督生命堂有关。,社区,2020-2-12,5,"1.3278688,103.8908047",,The Life Church and Missions Singapore
3,旅伴,,,,,,,,
2,旅伴及接触者,,,,,,,,
1,父子,,,,,,,,
